transaction_id,store_id,product_id,quantity,unit_price,total_amount,transaction_at
TXN-00436,S001,P003,2,130,281,2025-03-23 08:20:00
TXN-00437,S002,P007,1,220,238,2025-03-23 10:10:00
TXN-00438,S003,P010,2,350,770,2025-03-23 12:25:00
TXN-00439,S004,P014,1,250,275,2025-03-23 15:05:00
TXN-00440,S005,P008,3,180,583,2025-03-23 19:10:00
TXN-00441,S001,P003,2,130,260,2025-03-24 08:20:00
TXN-00442,S002,P007,1,220,238,2025-03-24 10:10:00
TXN-00443,S003,P010,2,350,770,2025-03-24 12:25:00
TXN-00444,S004,P014,1,250,275,2025-03-24 15:05:00
TXN-00445,S005,P008,3,180,583,2025-03-24 19:10:00
TXN-00446,S001,P003,2,130,281,2025-03-25 08:20:00
TXN-00447,S002,P007,1,220,238,2025-03-25 10:10:00
TXN-00448,S003,P010,2,350,770,2025-03-25 12:25:00
TXN-00449,S004,P014,1,250,275,2025-03-25 15:05:00
TXN-00450,S005,P008,3,180,583,2025-03-25 19:10:00
TXN-00451,S001,P003,2,130,281,2025-03-26 08:20:00
TXN-00452,S002,P007,1,220,238,2025-03-26 10:10:00
TXN-00453,S003,P010,2,350,770,2025-03-26 12:25:00
TXN-00454,S004,P014,1,250,275,2025-03-26 15:05:00
TXN-00455,S001,P003,2,130,281,2025-03-27 08:20:00
TXN-00456,S002,P007,1,220,238,2025-03-27 10:10:00
TXN-00457,S003,P010,2,350,700,2025-03-27 12:25:00
TXN-00458,S004,P014,1,250,275,2025-03-27 15:05:00
TXN-00459,S001,P003,2,130,281,2025-03-28 08:20:00
TXN-00460,S002,P007,1,220,238,2025-03-28 10:10:00
TXN-00461,S003,P010,2,350,770,2025-03-28 12:25:00
TXN-00462,S004,P014,1,250,275,2025-03-28 15:05:00
TXN-00463,S001,P003,2,130,281,2025-03-29 08:20:00
TXN-00464,S002,P007,1,220,220,2025-03-29 10:10:00
TXN-00465,S003,P010,2,350,770,2025-03-29 12:25:00
TXN-00466,S004,P014,1,250,275,2025-03-29 15:05:00
TXN-00467,S001,P003,2,130,281,2025-03-30 08:20:00
TXN-00468,S002,P007,1,220,238,2025-03-30 10:10:00
TXN-00469,S003,P010,2,350,770,2025-03-30 12:25:00
TXN-00470,S004,P014,1,250,275,2025-03-30 15:05:00
TXN-00471,S001,P003,2,130,260,2025-03-31 08:20:00
TXN-00472,S002,P007,1,220,238,2025-03-31 10:10:00
TXN-00473,S003,P010,2,350,770,2025-03-31 12:25:00
TXN-00474,S004,P014,1,250,275,2025-03-31 15:05:00

TXN-00475,S001,P012,2,300,660,2025-03-10 14:30:00
TXN-00476,S002,P012,1,300,330,2025-03-15 11:00:00
TXN-00477,S003,P012,3,300,990,2025-03-20 16:45:00
